user_id,50,258,100,181,294,286,288,1,300,121,174,127,56,7,98,237,117,172,222,313
405,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1
655,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
13,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1
450,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
276,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
537,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
303,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
234,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
393,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
