,43,5,83,18,92,11,50,76,1,27,66,68,89,49,60,72,51,48,55,96,44,59,7,21,84,70,25,97,22,31,52,93,36,78,29,41,32,35,46,9,28,13,15,16,40,53,14,45,39,91,19,63,61,3,20,56,88,26,47,100,12,71,38,86,62,23,74,95,90,8,64,69,34,79,10,81,73,24,82,77,94,33,57,17,67,30,42,99,2,58,37,6,75,87,54,65,85,80,98,4
e_1,0.3145386766076421,0.26281453867660765,0.4541006523765144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22903075489282385,1.0,0.27632805219012113,1.0,0.1265144454799627,0.46551724137931033,1.0,1.0,1.0,0.3765144454799627,1.0,1.0,1.0,1.0,1.0,1.0,0.36556383970177075,1.0,0.2667753960857409,0.33923578751164957,1.0,0.26817334575955265,1.0,0.12348555452003727,1.0,0.2656104380242311,1.0,0.39165890027958994,1.0,0.22856477166821995,0.1989748369058714,1.0,1.0,0.4200838769804287,1.0,0.2651444547996272,1.0,1.0,0.22576887232059645,0.4659832246039143,0.353215284249767,0.4026095060577819,1.0,1.0,1.0,0.36649580615097854,1.0,1.0,1.0,0.1265144454799627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4301025163094129,1.0,1.0,0.16332712022367193,0.33783783783783783,0.4559645852749301,1.0,0.4151910531220876,1.0,0.3264212488350419,1.0,0.31663560111835976,0.05009319664492078,0.35228331780055916,1.0,1.0,0.45293569431500463,1.0,0.30568499534016774,0.26328052190121154,0.0375116495806151,0.4790307548928239,1.0,1.0,0.35414725069897485,1.0,1.0,0.3282851817334576,1.0,0.16425908667287978,1.0,1.0,1.0
e_2,0.3136557610241821,0.2619724988146041,0.4521100047415837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2285443338074917,1.0,1.0,1.0,0.12612612612612611,0.4646752015173068,1.0,1.0,1.0,0.3764817449027975,1.0,1.0,0.3658131816026553,1.0,0.4419155998103367,1.0,0.36486486486486486,0.48127074442863915,0.26434329065908013,0.3411569464201043,1.0,0.26647700331910856,1.0,0.12470365101944049,1.0,0.26576576576576577,1.0,1.0,1.0,0.2283072546230441,0.19938359412043621,1.0,1.0,0.4193930772878141,1.0,0.2648174490279753,1.0,1.0,0.22641062114746324,0.46775723091512567,0.3537221431958274,0.404457088667615,1.0,1.0,1.0,0.3665244191559981,1.0,1.0,1.0,0.12588904694167852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42840208629682314,1.0,1.0,0.16216216216216217,0.3413940256045519,0.4570886676149834,0.46609767662399243,0.4144144144144144,1.0,0.32574679943101,1.0,0.3157894736842105,0.04883831199620673,0.35158843053579897,1.0,1.0,0.4523470839260313,1.0,0.30417259364627786,0.2622095779990517,0.037221431958274064,0.4822190611664296,1.0,1.0,0.35538169748696063,1.0,1.0,1.0,1.0,0.164058795637743,1.0,1.0,1.0
e_3,0.2901430842607313,0.24483306836248012,0.41355325914149443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21363275039745627,1.0,0.25516693163751986,1.0,0.11546104928457869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3382352941176471,1.0,0.4105723370429253,1.0,0.3312798092209857,1.0,0.24582670906200318,0.31538155802861684,1.0,0.24900635930047696,1.0,0.1156597774244833,1.0,0.2442368839427663,1.0,1.0,1.0,0.21442766295707472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21164546899841016,1.0,0.32849761526232113,1.0,1.0,1.0,1.0,0.33644674085850557,1.0,1.0,1.0,0.11824324324324324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40620031796502387,1.0,0.1518282988871224,0.3108108108108108,0.42150238473767887,1.0,1.0,1.0,0.3068362480127186,1.0,0.2986883942766296,0.04570747217806041,1.0,1.0,1.0,0.4201112877583466,1.0,0.2802066772655008,1.0,0.03616852146263911,1.0,1.0,1.0,0.3261128775834658,1.0,1.0,0.30007949125596184,1.0,0.14904610492845788,1.0,1.0,1.0
e_4,0.2628378378378378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19543918918918918,1.0,0.2285472972972973,1.0,0.10422297297297298,1.0,1.0,1.0,1.0,0.31385135135135134,1.0,0.40168918918918917,0.3055743243243243,1.0,1.0,1.0,1.0,0.3949324324324324,1.0,0.28547297297297297,1.0,1.0,1.0,1.0,1.0,0.2231418918918919,1.0,0.3194256756756757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2991554054054054,0.33006756756756755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35912162162162165,1.0,1.0,1.0,0.27297297297297296,0.375,1.0,0.35388513513513514,1.0,1.0,1.0,1.0,0.041891891891891894,1.0,1.0,1.0,1.0,1.0,1.0,0.22483108108108107,0.03513513513513514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e_5,0.26115650534255186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10103708359522313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2261156505342552,1.0,1.0,1.0,1.0,0.10307982401005657,1.0,1.0,1.0,1.0,1.0,1.0,0.1684475172847266,1.0,1.0,1.0,1.0,0.21763042111879322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10637963544940289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1374921433060968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04038340666247643,0.29384035197988684,1.0,1.0,1.0,1.0,1.0,0.21983029541169077,0.033783783783783786,1.0,1.0,1.0,0.2895977372721559,1.0,1.0,0.2664990571967316,1.0,1.0,1.0,1.0,1.0
e_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10322370563334418,0.3840768479322696,1.0,1.0,1.0,0.3148811462064474,1.0,0.3977531748616086,1.0,1.0,1.0,1.0,0.2992510582872029,1.0,1.0,0.2842722240312602,1.0,1.0,1.0,0.10403777271247151,1.0,1.0,1.0,0.3191142950179095,1.0,1.0,1.0,1.0,1.0,0.3555845001628134,1.0,1.0,1.0,1.0,1.0,0.37398241615109085,0.2969716704656464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10843373493975904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13904265711494626,0.2723868446760013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041028980788016936,1.0,1.0,1.0,1.0,1.0,1.0,0.22240312601758386,0.034190817323347444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e_7,0.3043863535666814,0.25431989366415597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22197607443509082,1.0,0.270934869295525,1.0,0.12184315463003988,0.45081967213114754,1.0,1.0,1.0,0.36486486486486486,1.0,1.0,0.3546743464776252,1.0,0.4273371732388126,1.0,0.3546743464776252,0.4680992467877714,0.256092157731502,0.32986264953478067,1.0,0.25919361984935757,1.0,0.12095702259636686,1.0,0.25719982277359327,1.0,1.0,1.0,0.22153300841825432,0.19406291537439077,1.0,1.0,0.4082853345148427,1.0,0.2583074878156845,1.0,1.0,0.21887461231723526,1.0,0.34249003101462117,1.0,1.0,1.0,1.0,0.3535666814355339,1.0,1.0,1.0,0.12317235268054941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41648205582631814,0.4280017722640673,1.0,0.15750996898537883,1.0,0.44727514399645546,1.0,0.4014178112538768,1.0,0.31657066902968545,1.0,0.3070447496677005,0.047408063801506424,0.34116083296411165,1.0,1.0,0.4386353566681436,1.0,0.29508196721311475,0.25321222862206466,0.036109880372175454,1.0,1.0,1.0,0.3462560921577315,1.0,1.0,1.0,1.0,0.1595037660611431,1.0,1.0,1.0
e_8,0.27804516845612737,1.0,0.393557941503147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24731580895964458,1.0,0.1112550907071455,1.0,1.0,1.0,1.0,1.0,1.0,0.4329877823028508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24120696038504258,1.0,0.10940392447241762,1.0,1.0,1.0,1.0,1.0,0.2054794520547945,0.179748241392077,1.0,1.0,1.0,1.0,0.2349129951869678,1.0,1.0,0.2054794520547945,0.40336912254720475,0.31747500925583116,1.0,1.0,1.0,0.4226212513883747,1.0,1.0,1.0,1.0,0.11199555720103666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38189559422436137,1.0,1.0,0.14846353202517587,1.0,1.0,0.4026286560533136,0.3715290633098852,1.0,0.2950758978156238,1.0,0.2885968159940763,0.04331728989263236,1.0,1.0,1.0,0.40596075527582376,1.0,1.0,0.2362088115512773,0.03609774157719363,1.0,1.0,1.0,1.0,1.0,1.0,0.2885968159940763,1.0,0.14531654942613847,1.0,1.0,1.0
e_9,0.319015444015444,0.26472007722007723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22924710424710426,1.0,0.2784749034749035,1.0,1.0,0.4703185328185328,1.0,1.0,1.0,0.38006756756756754,1.0,1.0,0.3689671814671815,1.0,0.4466698841698842,1.0,0.36824324324324326,1.0,0.2671332046332046,0.3416988416988417,1.0,0.2680984555984556,1.0,0.12644787644787644,1.0,0.2668918918918919,1.0,0.395511583011583,1.0,0.22997104247104247,0.201496138996139,1.0,1.0,0.4218146718146718,1.0,0.2673745173745174,1.0,1.0,0.22755791505791506,0.4736969111969112,0.3561776061776062,0.40564671814671815,1.0,1.0,1.0,0.3672779922779923,1.0,1.0,1.0,0.12813706563706564,1.0,1.0,0.4215733590733591,1.0,1.0,1.0,1.0,0.4343629343629344,0.44763513513513514,1.0,0.16457528957528958,0.340492277992278,0.4621138996138996,1.0,0.4201254826254826,1.0,0.32915057915057916,1.0,0.319015444015444,0.05067567567567568,0.3552123552123552,1.0,1.0,0.45704633204633205,1.0,0.3062258687258687,0.2652027027027027,0.03812741312741313,0.48359073359073357,1.0,1.0,0.3578667953667954,1.0,1.0,0.3318050193050193,1.0,0.16554054054054054,1.0,1.0,1.0
